POLICY_YEAR,CC_BAND_GROUP,AGE_FLOOR2,FUEL_TYPE_GROUP,NCB,zero_dep_flag,IDV_BAND,WRITTEN_PREMIUM,POLICY_COUNT,IDV,CLAIM_COUNT,INCURRED_CLAIM,VEHICLE_MAKE,AVG_IDV,FUEL_AGE_NILDEP,NCB_ADJ_POLICY_COUNT,Severity_by_IDV,Severity
2016,1001 to 1300,5,1Petrol,1<20,NO,1<3Lakh,83217156,27130,4943102361,3400,63311636,1MakeA,182200,1Petrol5NO,27130,0.102200921,18621.06941
2016,1001 to 1300,5,1Petrol,1<20,NO,1<3Lakh,308525,93,17141554,7,107222,1MakeA,184317,1Petrol5NO,93,0.083103367,15317.42857
2016,1001 to 1300,5,1Petrol,1<20,NO,1<3Lakh,6990733,2265,367610389,481,7228379.8,1MakeA,162300,1Petrol5NO,2265,0.092592608,15027.81663
2016,1001 to 1300,5,1Petrol,1<20,NO,1<3Lakh,2300789,764,131732800,77,1286030,1MakeA,172425,1Petrol5NO,764,0.096863423,16701.68831
2016,1001 to 1300,5,1Petrol,1<20,NO,1<3Lakh,3014114,978,176915268,90,1574289,MakeB,180894,1Petrol5NO,978,0.096697555,17492.1
2016,1001 to 1300,5,1Petrol,1<20,NO,1<3Lakh,13466,5,902186,0,0,MakeB,180437,1Petrol5NO,5,,
2016,1001 to 1300,5,1Petrol,1<20,NO,1<3Lakh,108149,34,6077369,2,18113,MakeB,178746,1Petrol5NO,34,0.050666826,9056.5
2016,1001 to 1300,5,1Petrol,1<20,NO,1<3Lakh,275871,76,14019036,20,345128,MakeB,184461,1Petrol5NO,76,0.093550398,17256.4
2016,1001 to 1300,5,1Petrol,1<20,NO,1<3Lakh,3552632,1157,205470373,99,1956356,MakeC,177588,1Petrol5NO,1157,0.111274805,19761.17172
2016,1001 to 1300,5,1Petrol,1<20,NO,1<3Lakh,25553,8,1587912,1,21100,MakeC,198489,1Petrol5NO,8,0.10630312,21100
2016,1001 to 1300,5,1Petrol,1<20,NO,1<3Lakh,107498,34,6098764,2,25360,MakeC,179375,1Petrol5NO,34,0.070689733,12680
2016,1001 to 1300,5,1Petrol,1<20,NO,1<3Lakh,153369,50,8624915,5,54534,MakeC,172498,1Petrol5NO,50,0.063228449,10906.8
2016,1001 to 1300,5,1Petrol,1<20,NO,1<3Lakh,881492,244,50333769,26,394314,MakeD,206285,1Petrol5NO,244,0.073518938,15165.92308
2016,1001 to 1300,5,1Petrol,1<20,NO,1<3Lakh,2268,1,110000,0,0,MakeD,110000,1Petrol5NO,1,,
2016,1001 to 1300,5,1Petrol,1<20,NO,1<3Lakh,13251,4,626725,0,0,MakeD,156681,1Petrol5NO,4,,
2016,1001 to 1300,5,1Petrol,1<20,NO,1<3Lakh,30390,7,1521500,1,13000,MakeD,217357,1Petrol5NO,7,0.059809399,13000
2016,1001 to 1300,5,1Petrol,1<20,NO,1<3Lakh,60853207,22370,3579395831,2404,42360459,MakeE,160008,1Petrol5NO,22370,0.11012412,17620.82321
2016,1001 to 1300,5,1Petrol,1<20,NO,1<3Lakh,221724,82,14295650,13,176653,MakeE,174337,1Petrol5NO,82,0.077944883,13588.69231
2016,1001 to 1300,5,1Petrol,1<20,NO,1<3Lakh,2260490,794,129400889,147,2752697,MakeE,162973,1Petrol5NO,794,0.114901135,18725.82993
2016,1001 to 1300,5,1Petrol,1<20,NO,1<3Lakh,3302678,1154,185918587,140,2318645,MakeE,161107,1Petrol5NO,1154,0.102799079,16561.75
2016,1001 to 1300,5,1Petrol,1<20,NO,1<3Lakh,8517236,2680,523599889,294,6417815,Others,195373,1Petrol5NO,2680,0.111731367,21829.30272
2016,1001 to 1300,5,1Petrol,1<20,NO,1<3Lakh,52057,19,3362531,4,114478,Others,176975,1Petrol5NO,19,0.161714643,28619.5
2016,1001 to 1300,5,1Petrol,1<20,NO,1<3Lakh,681685,172,34053248,20,310849,Others,197984,1Petrol5NO,172,0.078503566,15542.45
2016,1001 to 1300,5,1Petrol,1<20,NO,1<3Lakh,443660,140,26668028,17,228818,Others,190485,1Petrol5NO,140,0.070660775,13459.88235
2016,1001 to 1300,5,1Petrol,1<20,NO,3to5Lakh,17867308,3410,1251490771,730,18565466,1MakeA,367006,1Petrol5NO,3410,0.069296248,25432.14521
2016,1001 to 1300,5,1Petrol,1<20,NO,3to5Lakh,114187,22,8261316,2,28245,1MakeA,375514,1Petrol5NO,22,0.037608415,14122.5
2016,1001 to 1300,5,1Petrol,1<20,NO,3to5Lakh,741675,136,48893721,19,356364,1MakeA,359512,1Petrol5NO,136,0.052170625,18756
2016,1001 to 1300,5,1Petrol,1<20,NO,3to5Lakh,423364,88,32345721,18,382509,1MakeA,367565,1Petrol5NO,88,0.057814262,21250.5
2016,1001 to 1300,5,1Petrol,1<20,NO,3to5Lakh,172025,43,15203842,6,153434,MakeB,353577,1Petrol5NO,43,0.072324504,25572.33333
2016,1001 to 1300,5,1Petrol,1<20,NO,3to5Lakh,13777,2,660000,0,0,MakeB,330000,1Petrol5NO,2,,
2016,1001 to 1300,5,1Petrol,1<20,NO,3to5Lakh,7329,2,658292,0,0,MakeB,329146,1Petrol5NO,2,,
2016,1001 to 1300,5,1Petrol,1<20,NO,3to5Lakh,30490,6,2187654,1,32020,MakeB,364609,1Petrol5NO,6,0.087820103,32020
2016,1001 to 1300,5,1Petrol,1<20,NO,3to5Lakh,297436,69,24644947,5,126141,MakeC,357173,1Petrol5NO,69,0.07063297,25228.2
2016,1001 to 1300,5,1Petrol,1<20,NO,3to5Lakh,4474,1,350000,0,0,MakeC,350000,1Petrol5NO,1,,
2016,1001 to 1300,5,1Petrol,1<20,NO,3to5Lakh,16135,4,1554800,1,14680,MakeC,388700,1Petrol5NO,4,0.037766915,14680
2016,1001 to 1300,5,1Petrol,1<20,NO,3to5Lakh,419958,71,26108586,3,69221,MakeD,367726,1Petrol5NO,71,0.062746804,23073.66667
2016,1001 to 1300,5,1Petrol,1<20,NO,3to5Lakh,13082,2,680400,0,0,MakeD,340200,1Petrol5NO,2,,
2016,1001 to 1300,5,1Petrol,1<20,NO,3to5Lakh,12581,2,662350,1,35809,MakeD,331175,1Petrol5NO,2,0.108127123,35809
2016,1001 to 1300,5,1Petrol,1<20,NO,3to5Lakh,4218436,917,328042033,136,2494294,MakeE,357733,1Petrol5NO,917,0.05126826,18340.39706
2016,1001 to 1300,5,1Petrol,1<20,NO,3to5Lakh,34219,10,3367399,1,11450,MakeE,336739,1Petrol5NO,10,0.034002505,11450
2016,1001 to 1300,5,1Petrol,1<20,NO,3to5Lakh,98074,21,7148003,4,97603,MakeE,340381,1Petrol5NO,21,0.071686561,24400.75
2016,1001 to 1300,5,1Petrol,1<20,NO,3to5Lakh,354863,80,28522923,12,220774,MakeE,356536,1Petrol5NO,80,0.051601537,18397.83333
2016,1001 to 1300,5,1Petrol,1<20,NO,3to5Lakh,3488870,670,247508050,128,3690337,Others,369415,1Petrol5NO,670,0.078044362,28830.75781
2016,1001 to 1300,5,1Petrol,1<20,NO,3to5Lakh,27989,7,2479847,3,58677,Others,354263,1Petrol5NO,7,0.055210261,19559
2016,1001 to 1300,5,1Petrol,1<20,NO,3to5Lakh,129373,21,7429710,5,95723,Others,353795,1Petrol5NO,21,0.054112018,19144.6
2016,1001 to 1300,5,1Petrol,1<20,NO,3to5Lakh,160819,33,12763160,8,110910,Others,386762,1Petrol5NO,33,0.035845649,13863.75
2016,1001 to 1300,5,1Petrol,1<20,NO,5to10Lakh,841171,144,81335966,35,717145,1MakeA,564833,1Petrol5NO,144,0.03627595,20489.85714
2016,1001 to 1300,5,1Petrol,1<20,NO,5to10Lakh,51408,7,3922123,0,0,1MakeA,560303,1Petrol5NO,7,,
2016,1001 to 1300,5,1Petrol,1<20,NO,5to10Lakh,6813,1,681560,0,0,1MakeA,681560,1Petrol5NO,1,,
2016,1001 to 1300,5,1Petrol,1<20,NO,5to10Lakh,69761,12,6427204,3,50030,1MakeA,535600,1Petrol5NO,12,0.031136401,16676.66667
2016,1001 to 1300,5,1Petrol,1<20,NO,5to10Lakh,19642,3,1577311,0,0,MakeC,525770,1Petrol5NO,3,,
2016,1001 to 1300,5,1Petrol,1<20,NO,5to10Lakh,70848,10,5700927,1,15055,MakeD,570092,1Petrol5NO,10,0.026407986,15055
2016,1001 to 1300,5,1Petrol,1<20,NO,5to10Lakh,194136,32,18903876,6,105083,MakeE,590746,1Petrol5NO,32,0.029646971,17513.83333
2016,1001 to 1300,5,1Petrol,1<20,NO,5to10Lakh,19177,3,1746572,1,11656,MakeE,582190,1Petrol5NO,3,0.020020932,11656
2016,1001 to 1300,5,1Petrol,1<20,NO,5to10Lakh,505792,76,44244522,10,500273,Others,582164,1Petrol5NO,76,0.085933233,50027.3
2016,1001 to 1300,5,1Petrol,1<20,NO,5to10Lakh,6032,1,564322,0,0,Others,564322,1Petrol5NO,1,,
2016,1001 to 1300,5,1Petrol,1<20,NO,5to10Lakh,3016,1,614940,0,0,Others,614940,1Petrol5NO,1,,
2016,1001 to 1300,5,1Petrol,1<20,NO,5to10Lakh,15289,3,1696531,0,0,Others,565510,1Petrol5NO,3,,
2016,1001 to 1300,5,1Petrol,1<20,YES,1<3Lakh,179697,38,9304612,15,383775,1MakeA,244858,1Petrol5NO,38,0.104489043,25585
2016,1001 to 1300,5,1Petrol,1<20,YES,1<3Lakh,9355,2,442000,0,0,1MakeA,221000,1Petrol5YES,2,,
2016,1001 to 1300,5,1Petrol,1<20,YES,1<3Lakh,2792,1,268278,0,0,1MakeA,268278,1Petrol5YES,1,,
2016,1001 to 1300,5,1Petrol,1<20,YES,1<3Lakh,11255,3,569672,1,7131,MakeB,189890,1Petrol5NO,3,0.037553189,7131
2016,1001 to 1300,5,1Petrol,1<20,YES,1<3Lakh,13007,3,625000,0,0,MakeC,208333,1Petrol5YES,3,,
2016,1001 to 1300,5,1Petrol,1<20,YES,1<3Lakh,15362,3,821900,1,3770,MakeD,273966,1Petrol5NO,3,0.013760798,3770
2016,1001 to 1300,5,1Petrol,1<20,YES,1<3Lakh,115695,27,5340036,11,223627,MakeE,197779,1Petrol5NO,27,0.102790063,20329.72727
2016,1001 to 1300,5,1Petrol,1<20,YES,1<3Lakh,2949,1,160000,0,0,MakeE,160000,1Petrol5YES,1,,
2016,1001 to 1300,5,1Petrol,1<20,YES,1<3Lakh,4102,1,200000,0,0,MakeE,200000,1Petrol5YES,1,,
2016,1001 to 1300,5,1Petrol,1<20,YES,1<3Lakh,8092,2,480000,0,0,MakeE,240000,1Petrol5YES,2,,
2016,1001 to 1300,5,1Petrol,1<20,YES,1<3Lakh,20557,4,963147,3,55162,Others,240786,1Petrol5NO,4,0.07636356,18387.33333
2016,1001 to 1300,5,1Petrol,1<20,YES,1<3Lakh,2252,1,168000,0,0,Others,168000,1Petrol5YES,1,,
2016,1001 to 1300,5,1Petrol,1<20,YES,3to5Lakh,195114,26,9532917,8,199671,1MakeA,366650,1Petrol5NO,26,0.068072632,24958.875
2016,1001 to 1300,5,1Petrol,1<20,YES,3to5Lakh,8181,1,490000,0,0,1MakeA,490000,1Petrol5YES,1,,
2016,1001 to 1300,5,1Petrol,1<20,YES,3to5Lakh,46901,7,2724500,1,15140,MakeE,389214,1Petrol5NO,7,0.038898881,15140
2016,1001 to 1300,5,1Petrol,1<20,YES,3to5Lakh,66697,9,3527912,2,106551,Others,391990,1Petrol5NO,9,0.135910278,53275.5
2016,1001 to 1300,5,1Petrol,1<20,YES,5to10Lakh,5529,1,520000,1,22260,1MakeA,520000,1Petrol5NO,1,0.042807692,22260
2016,1001 to 1300,5,1Petrol,1<20,YES,5to10Lakh,16563,2,1087893,1,12477,MakeE,543946,1Petrol5NO,2,0.022937918,12477
2016,1001 to 1300,5,1Petrol,20,NO,1<3Lakh,36643464,15231,2612791253,1657,28299557,1MakeA,171544,1Petrol5NO,12184.8,0.099559071,17078.79119
2016,1001 to 1300,5,1Petrol,20,NO,1<3Lakh,182107,69,12238283,4,114457,1MakeA,177366,1Petrol5NO,55.2,0.161328452,28614.25
2016,1001 to 1300,5,1Petrol,20,NO,1<3Lakh,3647530,1525,231065992,290,4450580,1MakeA,151518,1Petrol5NO,1220,0.101286701,15346.82759
2016,1001 to 1300,5,1Petrol,20,NO,1<3Lakh,1190409,516,82831266,46,616038,1MakeA,160525,1Petrol5NO,412.8,0.083426702,13392.13043
2016,1001 to 1300,5,1Petrol,20,NO,1<3Lakh,1494460,585,105360185,60,1208299,MakeB,180102,1Petrol5NO,468,0.111815628,20138.31667
2016,1001 to 1300,5,1Petrol,20,NO,1<3Lakh,6655,3,552210,1,6355,MakeB,184070,1Petrol5NO,2.4,0.034524909,6355
2016,1001 to 1300,5,1Petrol,20,NO,1<3Lakh,20506,8,1487431,1,6053,MakeB,185928,1Petrol5NO,6.4,0.03255546,6053
2016,1001 to 1300,5,1Petrol,20,NO,1<3Lakh,97353,36,6924816,6,70743,MakeB,192356,1Petrol5NO,28.8,0.061295203,11790.5
2016,1001 to 1300,5,1Petrol,20,NO,1<3Lakh,1740834,675,116882487,55,1444268,MakeC,173159,1Petrol5NO,540,0.151648957,26259.41818
2016,1001 to 1300,5,1Petrol,20,NO,1<3Lakh,12682,5,850204,0,0,MakeC,170040,1Petrol5NO,4,,
2016,1001 to 1300,5,1Petrol,20,NO,1<3Lakh,34953,13,2798800,1,35200,MakeC,215292,1Petrol5NO,10.4,0.163498642,35200
2016,1001 to 1300,5,1Petrol,20,NO,1<3Lakh,93130,35,5853310,4,63207,MakeC,167237,1Petrol5NO,28,0.094486923,15801.75
2016,1001 to 1300,5,1Petrol,20,NO,1<3Lakh,454176,155,31285086,23,296127,MakeD,201839,1Petrol5NO,124,0.063788812,12875.08696
2016,1001 to 1300,5,1Petrol,20,NO,1<3Lakh,2978,1,270000,0,0,MakeD,270000,1Petrol5NO,0.8,,
2016,1001 to 1300,5,1Petrol,20,NO,1<3Lakh,11708,5,830600,1,113150,MakeD,166120,1Petrol5NO,4,0.68113412,113150
2016,1001 to 1300,5,1Petrol,20,NO,1<3Lakh,30453360,13717,2139359068,1290,22555014,MakeE,155964,1Petrol5NO,10973.6,0.112105997,17484.50698
2016,1001 to 1300,5,1Petrol,20,NO,1<3Lakh,157287,72,11173753,3,81178,MakeE,155191,1Petrol5NO,57.6,0.17436147,27059.33333
2016,1001 to 1300,5,1Petrol,20,NO,1<3Lakh,1042451,453,71131818,70,1173470,MakeE,157023,1Petrol5NO,362.4,0.106759921,16763.85714
2016,1001 to 1300,5,1Petrol,20,NO,1<3Lakh,1882913,834,133897149,106,1775567,MakeE,160548,1Petrol5NO,667.2,0.104334015,16750.63208
2016,1001 to 1300,5,1Petrol,20,NO,1<3Lakh,4246321,1709,325432664,164,2935850,Others,190422,1Petrol5NO,1367.2,0.094009325,17901.52439
2016,1001 to 1300,5,1Petrol,20,NO,1<3Lakh,52476,19,4224562,0,0,Others,222345,1Petrol5NO,15.2,,
2016,1001 to 1300,5,1Petrol,20,NO,1<3Lakh,424822,136,25767715,23,604783,Others,189468,1Petrol5NO,108.8,0.13878251,26294.91304
2016,1001 to 1300,5,1Petrol,20,NO,1<3Lakh,187154,81,14661428,4,120900,Others,181005,1Petrol5NO,64.8,0.166984075,30225
2016,1001 to 1300,5,1Petrol,20,NO,3to5Lakh,7716352,1866,684032758,330,6586443,1MakeA,366577,1Petrol5NO,1492.8,0.054446722,19958.91818
2016,1001 to 1300,5,1Petrol,20,NO,3to5Lakh,97978,25,9998172,1,20010,1MakeA,399926,1Petrol5NO,20,0.050034146,20010
2016,1001 to 1300,5,1Petrol,20,NO,3to5Lakh,159529,37,13064638,2,70482,1MakeA,353098,1Petrol5NO,29.6,0.099805062,35241
2016,1001 to 1300,5,1Petrol,20,NO,3to5Lakh,174267,49,18063747,5,173453,1MakeA,368647,1Petrol5NO,39.2,0.094102259,34690.6
2016,1001 to 1300,5,1Petrol,20,NO,3to5Lakh,77984,24,8592776,3,72990,MakeB,358032,1Petrol5NO,19.2,0.067954756,24330
2016,1001 to 1300,5,1Petrol,20,NO,3to5Lakh,15997,6,2116072,1,9250,MakeB,352678,1Petrol5NO,4.8,0.026227841,9250
2016,1001 to 1300,5,1Petrol,20,NO,3to5Lakh,222446,61,21179165,6,43266,MakeC,347199,1Petrol5NO,48.8,0.020769044,7211
2016,1001 to 1300,5,1Petrol,20,NO,3to5Lakh,12162,3,1106841,0,0,MakeC,368947,1Petrol5NO,2.4,,
2016,1001 to 1300,5,1Petrol,20,NO,3to5Lakh,5857,2,632000,0,0,MakeC,316000,1Petrol5NO,1.6,,
2016,1001 to 1300,5,1Petrol,20,NO,3to5Lakh,21218,6,2183831,2,21165,MakeC,363971,1Petrol5NO,4.8,0.029075052,10582.5
2016,1001 to 1300,5,1Petrol,20,NO,3to5Lakh,210555,47,17684769,5,69656,MakeD,376271,1Petrol5NO,37.6,0.037024312,13931.2
2016,1001 to 1300,5,1Petrol,20,NO,3to5Lakh,4690,1,445714,0,0,MakeD,445714,1Petrol5NO,0.8,,
2016,1001 to 1300,5,1Petrol,20,NO,3to5Lakh,9820,3,983000,0,0,MakeD,327666,1Petrol5NO,2.4,,
2016,1001 to 1300,5,1Petrol,20,NO,3to5Lakh,2229222,613,218200234,70,1349589,MakeE,355954,1Petrol5NO,490.4,0.054163753,19279.84286
2016,1001 to 1300,5,1Petrol,20,NO,3to5Lakh,14723,4,1462208,0,0,MakeE,365552,1Petrol5NO,3.2,,
2016,1001 to 1300,5,1Petrol,20,NO,3to5Lakh,75258,21,7055536,1,18420,MakeE,335977,1Petrol5NO,16.8,0.054825034,18420
2016,1001 to 1300,5,1Petrol,20,NO,3to5Lakh,179283,50,18581190,10,519866,MakeE,371623,1Petrol5NO,40,0.139890395,51986.6
2016,1001 to 1300,5,1Petrol,20,NO,3to5Lakh,1827991,434,160779839,78,1852148,Others,370460,1Petrol5NO,347.2,0.064097225,23745.48718
2016,1001 to 1300,5,1Petrol,20,NO,3to5Lakh,17223,4,1419598,0,0,Others,354899,1Petrol5NO,3.2,,
2016,1001 to 1300,5,1Petrol,20,NO,3to5Lakh,43816,11,4172589,2,36968,Others,379326,1Petrol5NO,8.8,0.048728499,18484
2016,1001 to 1300,5,1Petrol,20,NO,3to5Lakh,97156,24,8530048,6,195323,Others,355418,1Petrol5NO,19.2,0.09159292,32553.83333
2016,1001 to 1300,5,1Petrol,20,NO,5to10Lakh,472552,95,55309756,20,420256,1MakeA,582207,1Petrol5NO,76,0.036091571,21012.8
2016,1001 to 1300,5,1Petrol,20,NO,5to10Lakh,14869,4,2272671,0,0,1MakeA,568167,1Petrol5NO,3.2,,
2016,1001 to 1300,5,1Petrol,20,NO,5to10Lakh,4021,1,540000,0,0,1MakeA,540000,1Petrol5NO,0.8,,
2016,1001 to 1300,5,1Petrol,20,NO,5to10Lakh,43803,10,5530086,3,48670,1MakeA,553008,1Petrol5NO,8,0.029336494,16223.33333
2016,1001 to 1300,5,1Petrol,20,NO,5to10Lakh,4728,2,1082600,1,20750,MakeB,541300,1Petrol5NO,1.6,0.038333641,20750
2016,1001 to 1300,5,1Petrol,20,NO,5to10Lakh,50027,9,5478200,0,0,MakeD,608688,1Petrol5NO,7.2,,
2016,1001 to 1300,5,1Petrol,20,NO,5to10Lakh,4412,1,550000,0,0,MakeD,550000,1Petrol5NO,0.8,,
2016,1001 to 1300,5,1Petrol,20,NO,5to10Lakh,62262,16,9560866,1,22890,MakeE,597554,1Petrol5NO,12.8,0.038306153,22890
2016,1001 to 1300,5,1Petrol,20,NO,5to10Lakh,4788,1,522000,1,5880,MakeE,522000,1Petrol5NO,0.8,0.011264368,5880
2016,1001 to 1300,5,1Petrol,20,NO,5to10Lakh,12917,2,1032295,0,0,MakeE,516147,1Petrol5NO,1.6,,
2016,1001 to 1300,5,1Petrol,20,NO,5to10Lakh,234925,48,28218866,6,287392,Others,587893,1Petrol5NO,38.4,0.081475138,47898.66667
2016,1001 to 1300,5,1Petrol,20,NO,5to10Lakh,4825,1,525000,0,0,Others,525000,1Petrol5NO,0.8,,
2016,1001 to 1300,5,1Petrol,20,NO,5to10Lakh,7036,1,555000,0,0,Others,555000,1Petrol5NO,0.8,,
2016,1001 to 1300,5,1Petrol,20,NO,5to10Lakh,28361,5,3155000,0,0,Others,631000,1Petrol5NO,4,,
2016,1001 to 1300,5,1Petrol,20,YES,1<3Lakh,103955,24,6075402,7,120209,1MakeA,253141,1Petrol5NO,19.2,0.067838333,17172.71429
2016,1001 to 1300,5,1Petrol,20,YES,1<3Lakh,5477,1,265000,1,12546,MakeB,265000,1Petrol5NO,0.8,0.047343396,12546
2016,1001 to 1300,5,1Petrol,20,YES,1<3Lakh,2370,1,160000,0,0,MakeC,160000,1Petrol5YES,0.8,,
2016,1001 to 1300,5,1Petrol,20,YES,1<3Lakh,8397,2,472353,1,4313,MakeD,236176,1Petrol5NO,1.6,0.018261766,4313
2016,1001 to 1300,5,1Petrol,20,YES,1<3Lakh,67488,18,3812468,5,199698,MakeE,211803,1Petrol5NO,14.4,0.188568875,39939.6
2016,1001 to 1300,5,1Petrol,20,YES,1<3Lakh,3834,1,260000,1,10037,MakeE,260000,1Petrol5NO,0.8,0.038603846,10037
2016,1001 to 1300,5,1Petrol,20,YES,1<3Lakh,5466,2,415414,1,26904,MakeE,207707,1Petrol5NO,1.6,0.129528615,26904
2016,1001 to 1300,5,1Petrol,20,YES,1<3Lakh,35699,8,2205000,2,26250,Others,275625,1Petrol5NO,6.4,0.047619048,13125
2016,1001 to 1300,5,1Petrol,20,YES,3to5Lakh,98360,16,5948916,3,31078,1MakeA,371807,1Petrol5NO,12.8,0.027862107,10359.33333
2016,1001 to 1300,5,1Petrol,20,YES,3to5Lakh,5429,1,360000,0,0,1MakeA,360000,1Petrol5YES,0.8,,
2016,1001 to 1300,5,1Petrol,20,YES,3to5Lakh,4727,1,325000,0,0,MakeC,325000,1Petrol5YES,0.8,,
2016,1001 to 1300,5,1Petrol,20,YES,3to5Lakh,22162,5,1838257,0,0,MakeE,367651,1Petrol5YES,4,,
2016,1001 to 1300,5,1Petrol,20,YES,3to5Lakh,5215,2,690992,1,12899,MakeE,345496,1Petrol5NO,1.6,0.03733473,12899
2016,1001 to 1300,5,1Petrol,20,YES,3to5Lakh,32227,7,2739700,3,48407,Others,391385,1Petrol5NO,5.6,0.04122702,16135.66667
2016,1001 to 1300,5,1Petrol,20,YES,3to5Lakh,3099,1,391913,0,0,Others,391913,1Petrol5YES,0.8,,
2016,1001 to 1300,5,1Petrol,20,YES,5to10Lakh,5228,1,570000,0,0,1MakeA,570000,1Petrol5YES,0.8,,
2016,1001 to 1300,5,1Petrol,25,NO,10to15Lakh,3519,1,1050000,0,0,1MakeA,1050000,1Petrol5NO,0.75,,
2016,1001 to 1300,5,1Petrol,25,NO,1<3Lakh,23786920,10623,1777380561,986,16206335,1MakeA,167314,1Petrol5NO,7967.25,0.098236901,16436.44523
2016,1001 to 1300,5,1Petrol,25,NO,1<3Lakh,179779,75,12944644,2,22730,1MakeA,172595,1Petrol5NO,56.25,0.065847697,11365
2016,1001 to 1300,5,1Petrol,25,NO,1<3Lakh,2462643,1128,165179330,172,2564262.2,1MakeA,146435,1Petrol5NO,846,0.101809284,14908.50116
2016,1001 to 1300,5,1Petrol,25,NO,1<3Lakh,759517,355,56415036,33,660244,1MakeA,158915,1Petrol5NO,266.25,0.1258995,20007.39394
2016,1001 to 1300,5,1Petrol,25,NO,1<3Lakh,1109176,457,82752541,35,712929,MakeB,181077,1Petrol5NO,342.75,0.112489788,20369.4
2016,1001 to 1300,5,1Petrol,25,NO,1<3Lakh,10809,5,864600,1,4390,MakeB,172920,1Petrol5NO,3.75,0.025387462,4390
2016,1001 to 1300,5,1Petrol,25,NO,1<3Lakh,22895,9,1622910,0,0,MakeB,180323,1Petrol5NO,6.75,,
2016,1001 to 1300,5,1Petrol,25,NO,1<3Lakh,105857,37,6684493,6,49770,MakeB,180661,1Petrol5NO,27.75,0.045914477,8295
2016,1001 to 1300,5,1Petrol,25,NO,1<3Lakh,1116386,466,79920021,33,671759,MakeC,171502,1Petrol5NO,349.5,0.118694305,20356.33333
2016,1001 to 1300,5,1Petrol,25,NO,1<3Lakh,2887,1,223333,0,0,MakeC,223333,1Petrol5NO,0.75,,
2016,1001 to 1300,5,1Petrol,25,NO,1<3Lakh,20668,8,1329680,2,7722,MakeC,166210,1Petrol5NO,6,0.023229649,3861
2016,1001 to 1300,5,1Petrol,25,NO,1<3Lakh,39189,16,2857491,0,0,MakeC,178593,1Petrol5NO,12,,
2016,1001 to 1300,5,1Petrol,25,NO,1<3Lakh,296389,104,20588035,6,127828,MakeD,197961,1Petrol5NO,78,0.107620049,21304.66667
2016,1001 to 1300,5,1Petrol,25,NO,1<3Lakh,5156,3,445000,0,0,MakeD,148333,1Petrol5NO,2.25,,
2016,1001 to 1300,5,1Petrol,25,NO,1<3Lakh,11414,4,751171,0,0,MakeD,187792,1Petrol5NO,3,,
2016,1001 to 1300,5,1Petrol,25,NO,1<3Lakh,21306438,10276,1583627220,899,13920941,MakeE,154109,1Petrol5NO,7707,0.100480095,15484.91769
2016,1001 to 1300,5,1Petrol,25,NO,1<3Lakh,152479,70,11598633,3,79118,MakeE,165694,1Petrol5NO,52.5,0.159164159,26372.66667
2016,1001 to 1300,5,1Petrol,25,NO,1<3Lakh,694119,317,49069575,33,560674,MakeE,154793,1Petrol5NO,237.75,0.109759834,16990.12121
2016,1001 to 1300,5,1Petrol,25,NO,1<3Lakh,1146324,554,84594570,40,635186,MakeE,152697,1Petrol5NO,415.5,0.103993981,15879.65
2016,1001 to 1300,5,1Petrol,25,NO,1<3Lakh,3053501,1332,252876636,112,2314846,Others,189847,1Petrol5NO,999,0.108867839,20668.26786
2016,1001 to 1300,5,1Petrol,25,NO,1<3Lakh,30042,11,2304572,1,73929,Others,209506,1Petrol5NO,8.25,0.35287203,73929
2016,1001 to 1300,5,1Petrol,25,NO,1<3Lakh,315554,115,20665002,4,157642,Others,179695,1Petrol5NO,86.25,0.219318029,39410.5
2016,1001 to 1300,5,1Petrol,25,NO,1<3Lakh,149207,69,12541580,4,53254,Others,181762,1Petrol5NO,51.75,0.073246872,13313.5
2016,1001 to 1300,5,1Petrol,25,NO,3to5Lakh,4534263,1190,441952649,204,4700026,1MakeA,371388,1Petrol5NO,892.5,0.062035647,23039.34314
2016,1001 to 1300,5,1Petrol,25,NO,3to5Lakh,88304,24,8713330,5,126208,1MakeA,363055,1Petrol5NO,18,0.069525474,25241.6
2016,1001 to 1300,5,1Petrol,25,NO,3to5Lakh,68599,21,7209763,4,50762,1MakeA,343322,1Petrol5NO,15.75,0.036963836,12690.5
2016,1001 to 1300,5,1Petrol,25,NO,3to5Lakh,119334,34,12855148,2,10892,1MakeA,378092,1Petrol5NO,25.5,0.014403879,5446
2016,1001 to 1300,5,1Petrol,25,NO,3to5Lakh,107817,35,12298251,6,65733,MakeB,351378,1Petrol5NO,26.25,0.03117862,10955.5
2016,1001 to 1300,5,1Petrol,25,NO,3to5Lakh,2280,1,302000,0,0,MakeB,302000,1Petrol5NO,0.75,,
2016,1001 to 1300,5,1Petrol,25,NO,3to5Lakh,2803,1,306000,0,0,MakeB,306000,1Petrol5NO,0.75,,
2016,1001 to 1300,5,1Petrol,25,NO,3to5Lakh,130588,39,14359327,6,202386,MakeC,368187,1Petrol5NO,29.25,0.091613555,33731
2016,1001 to 1300,5,1Petrol,25,NO,3to5Lakh,18918,7,2438000,1,5470,MakeC,348285,1Petrol5NO,5.25,0.015705496,5470
2016,1001 to 1300,5,1Petrol,25,NO,3to5Lakh,91102,22,8276890,1,29709,MakeD,376222,1Petrol5NO,16.5,0.078966617,29709
